id,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,runtime,status,tagline,title,Keywords,revenue,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors
1441,0,,tt0091799,en,Psycho III,"Norman Bates is still running his little motel, and he has kept the dressed skeleton he calls mother. One of his guests is a young girl who has left the convent where she lived. To get some help he employs a young man. One day a nosey journalist comes to see him to ask questions about his past.",6.345885,/gLmUIPVQtEsxtIrvaj5WRKkbvX9.jpg,6/27/86,93.0,Released,Norman Bates is back to normal. But Mother's off her rocker again!,Psycho III,"[{'id': 222, 'name': 'schizophrenia'}, {'id': 255, 'name': 'male nudity'}, {'id': 293, 'name': 'female nudity'}, {'id': 549, 'name': 'prostitute'}, {'id': 572, 'name': 'sex'}, {'id': 745, 'name': 'nun'}, {'id': 894, 'name': 'depression'}, {'id': 2483, 'name': 'nudity'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9663, 'name': 'sequel'}, {'id': 9826, 'name': 'murder'}, {'id': 10292, 'name': 'gore'}, {'id': 11221, 'name': 'blood'}, {'id': 12339, 'name': 'slasher'}, {'id': 13092, 'name': 'corpse'}, {'id': 41329, 'name': 'mental illness'}, {'id': 201554, 'name': 'crossdressing'}]",14481606,Psycho Collection,1,2,Horror Thriller,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,10,1,0,1,1,1,1,1,1,0,1,2,0,1,1,3,3,6,2,6,1,6,4,2,1,1,0,0
1442,3500000,http://www.dccomics.com/movies,tt4853102,en,Batman: The Killing Joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness. Based on the graphic novel by Alan Moore and Brian Bolland.",6.488277,/zm0ODjtfJfJW0W269LqsQl5OhJ8.jpg,7/21/16,72.0,Released,The madness begins.,Batman: The Killing Joke,"[{'id': 849, 'name': 'dc comics'}, {'id': 3473, 'name': 'carnival'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9537, 'name': 'joker'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 11323, 'name': 'descent into madness'}, {'id': 13006, 'name': 'torture'}, {'id': 14624, 'name': 'cruelty'}, {'id': 15108, 'name': 'justice'}, {'id': 33783, 'name': 'dark'}, {'id': 41410, 'name': 'madness'}, {'id': 163455, 'name': 'super powers'}, {'id': 224298, 'name': 'batgirl'}]",3775000,0,0,4,Action Animation Crime Drama,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,0,1,4,0,0,1,1,0,0,0
1443,10000000,http://www.songtosongmovie.com/,tt2062700,en,Song to Song,"In this modern love story set against the Austin, Texas music scene, two entangled couples ‚Äî struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares ‚Äî chase success through a rock ‚Äòn‚Äô roll landscape of seduction and betrayal.",12.928711999999999,/rEvtGhNY2DQ4L8Ma6rpMhL6IbKM.jpg,3/17/17,129.0,Released,Love. Obsession. Betrayal.,Song to Song,"[{'id': 4528, 'name': 'song'}]",443684,0,0,3,Drama Music Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,11,3,3,1,0,3,2,1,0,1,1,1,1,1,0,0,13,0,3,0,1,1,1,2,3,0,0,0
1444,2410000,,tt0089604,en,Missing in Action 2: The Beginning,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape.",9.110348,/fXCXuj3zaigyGTo8oXP82M5ykf9.jpg,3/1/85,100.0,Released,Chuck Norris is back! A one-man time bomb set to explode!,Missing in Action 2: The Beginning,"[{'id': 1968, 'name': 'prisoners of war'}, {'id': 2434, 'name': 'liberation'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 2959, 'name': 'vietcong'}, {'id': 4959, 'name': 'death of a friend'}, {'id': 9748, 'name': 'revenge'}, {'id': 10685, 'name': 'escape'}, {'id': 10950, 'name': 'shootout'}, {'id': 13006, 'name': 'torture'}]",10755447,Missing in Action Collection,1,3,Action Adventure War,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,1,0,2,0,1,1,0,0,0,3,0,0,0,2,1,0,0,3,0,1,1,2,0,0,0
1445,0,http://janeeyrethemovie.com/,tt1229822,en,Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",7.089084,/eTEc0sXGr2zizGlccwXLlOyreE.jpg,3/11/11,120.0,Released,She sought refuge... and found a place haunted by secrets.,Jane Eyre,"[{'id': 919, 'name': 'smoking'}, {'id': 5756, 'name': 'man-woman relation'}, {'id': 5918, 'name': 'painting'}, {'id': 6054, 'name': 'friendship'}, {'id': 6157, 'name': 'prayer'}, {'id': 9673, 'name': 'love'}, {'id': 10794, 'name': 'snow'}, {'id': 10937, 'name': 'memory'}, {'id': 11004, 'name': 'rural setting'}, {'id': 13014, 'name': 'orphan'}, {'id': 14624, 'name': 'cruelty'}, {'id': 18091, 'name': 'free will'}, {'id': 18092, 'name': 'guardian'}, {'id': 18093, 'name': 'wedding ceremony'}, {'id': 180532, 'name': 'ward'}]",34710627,0,0,2,Drama Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
1446,18000000,,tt2465146,en,And So It Goes,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,7.696839999999999,/nuoE9Cy94KbJjQjyWGyDMtedfN3.jpg,7/20/14,94.0,Released,,And So It Goes,"[{'id': 2971, 'name': 'grandfather granddaughter relationship'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10910, 'name': 'wealthy'}, {'id': 172971, 'name': 'elderly'}, {'id': 193049, 'name': 'estrangement'}]",25312387,0,0,3,Comedy Drama Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,3,0,1,1,1,1,1,1,2,1,2,0,1,0,0,4,1,4,1,1,2,1,1,1,0,0,0
1447,0,,tt0094884,en,Clean and Sober,"Hotshot real estate salesman Daryl has a bad cocaine habit. After embezzling his company's money, he wakes up next to a girl who overdosed. To hide from the police, he checks into a rehabilitation program guaranteeing anonymity. Under the mentorship of counselor Craig, Daryl accepts that he has a substance abuse problem. As he falls in love with fellow patient Charlie, Daryl begins committing to a newly sober life.",2.8216080000000003,/tlMZLOtJNMrJUW4MJNEUw9ZmKBf.jpg,8/10/88,124.0,Released,Thirty remarkable days in the life of an ordinary man.,Clean and Sober,"[{'id': 2150, 'name': 'cocaine'}, {'id': 15111, 'name': 'drinking'}, {'id': 158142, 'name': 'real estate agent'}]",8674093,0,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1448,5000000,,tt0066115,en,Myra Breckinridge,"Myron Breckinridge flies to Europe to get a sex-change operation and is transformed into the beautiful Myra. She travels to Hollywood, meets up with her rich Uncle Buck and, claiming to be Myron's widow, demands money. Instead, Buck gives Myra a job in his acting school. There, Myra meets aspiring actor Rusty and his girlfriend, Mary Ann. With Myra as catalyst, the trio begin to outrageously expand their sexual horizons.",0.619657,/jbGRZXqkT1z89kUlfqGghN93dfS.jpg,6/24/70,94.0,Released,Everything you heard about Myra Breckinridge is true.,Myra Breckinridge,"[{'id': 158718, 'name': 'lgbt'}]",3000000,0,0,2,Comedy Drama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0
1449,5000000,http://www.rabbitholefilm.com/,tt0935075,en,Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident.,7.007992999999999,/qBhDlqdLZzxqKIXO53vMjpqLgZu.jpg,12/16/10,91.0,Released,The only way out is through.,Rabbit Hole,"[{'id': 697, 'name': 'loss of son'}, {'id': 2754, 'name': 'trauma'}, {'id': 4290, 'name': 'toy'}, {'id': 6038, 'name': 'marriage'}, {'id': 9872, 'name': 'grief'}, {'id': 10937, 'name': 'memory'}, {'id': 12544, 'name': 'crying'}, {'id': 15334, 'name': 'parking lot'}, {'id': 40952, 'name': 'therapy'}, {'id': 40953, 'name': 'car seat'}]",5129058,0,0,1,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,1,1,0,0,0
1450,0,,tt0105428,en,Sleepwalkers,A mother-and-son team of strange supernatural creatures come to town to seek out a virgin to feed on.,5.695003,/shrSYke0ABLGx0vA6iZnUOCB1tw.jpg,4/10/92,91.0,Released,They feast on your fear - and it's dinner time.,Sleepwalkers,"[{'id': 627, 'name': 'killing'}, {'id': 818, 'name': 'based on novel'}, {'id': 4553, 'name': 'black humor'}, {'id': 33841, 'name': 'incest'}, {'id': 160131, 'name': 'morphing'}]",30524763,0,0,3,Fantasy Horror Thriller,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,2,1,1,1,2,1,1,1,1,0,0,1,0,0,7,1,3,0,1,1,1,1,1,0,0,0
1451,60000000,http://www.stateofplaymovie.net/,tt0473705,en,State of Play,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",8.905732,/lH5rHsUM7Umo9xyyjPguK5kTXKd.jpg,4/17/09,127.0,Released,Find The Truth,State of Play,"[{'id': 417, 'name': 'corruption'}, {'id': 441, 'name': 'assassination'}, {'id': 703, 'name': 'detective'}, {'id': 736, 'name': 'journalist'}, {'id': 782, 'name': 'assassin'}, {'id': 918, 'name': 'newspaper'}, {'id': 1705, 'name': 'congress'}, {'id': 4222, 'name': 'editor-in-chief'}, {'id': 5514, 'name': 'conspiracy of murder'}, {'id': 6078, 'name': 'politics'}, {'id': 6085, 'name': 'election campaign'}, {'id': 6086, 'name': 'government'}, {'id': 9826, 'name': 'murder'}, {'id': 9950, 'name': 'thriller'}, {'id': 10851, 'name': 'blog'}, {'id': 12193, 'name': 'reporter'}]",87784194,0,0,1,Action,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,5,4,1,3,1,1,0,1,0,1,1,0,1,0,0,10,1,3,2,4,3,0,1,1,0,0,0
1452,22000000,,tt0473188,en,The Death and Life of Bobby Z,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",10.77166,/CrwVuuaxOr4AZuMqLXsL3bQAbo.jpg,7/23/07,97.0,Released,"To live a life of his own, he has to die first.",The Death and Life of Bobby Z,"[{'id': 5334, 'name': 'vineyard'}, {'id': 9897, 'name': 'rifle'}, {'id': 14658, 'name': 'drug trade'}, {'id': 14819, 'name': 'violence'}, {'id': 15344, 'name': 'shot in the stomach'}, {'id': 33456, 'name': 'double cross'}, {'id': 155881, 'name': 'estate'}, {'id': 156390, 'name': 'face slap'}, {'id': 163806, 'name': 'tdrug lord'}, {'id': 163810, 'name': 'faked death'}, {'id': 163815, 'name': 'baja california'}, {'id': 163824, 'name': 'san remo'}, {'id': 163828, 'name': 'landfill'}, {'id': 163833, 'name': 'gallop'}, {'id': 163834, 'name': 'rolling eyes'}, {'id': 163841, 'name': 'booby trap'}, {'id': 188134, 'name': 'golden gun'}]",413454,0,0,4,Action Crime Drama Thriller,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,14,9,10,1,0,2,1,0,1,0,1,0,0,0,0,0,21,1,1,0,3,0,0,1,2,0,0,0
1453,25000000,,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,/zr2p353wrd6j3wjLgDT4TcaestB.jpg,12/8/83,170.0,Released,The world is yours...,Scarface,"[{'id': 416, 'name': 'miami'}, {'id': 417, 'name': 'corruption'}, {'id': 592, 'name': 'capitalism'}, {'id': 701, 'name': 'cuba'}, {'id': 947, 'name': 'prohibition'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1578, 'name': 'loss of sister'}, {'id': 2150, 'name': 'cocaine'}, {'id': 34117, 'name': 'cult film'}, {'id': 157223, 'name': 'bitterness'}]",65884703,0,0,4,Action Crime Drama Thriller,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,16,1,1,1,1,2,2,1,1,1,1,1,0,1,1,0,5,3,3,13,2,8,2,3,3,0,0,0
1454,0,,tt4285198,ru,Под электрическими облаками,"Russia 2017. The world could be on the verge of a great war. People are anxious that things could fall apart. Evolving around an unfinished building, a diverse group of outsiders struggle to find their place in this rapidly changing society, making up the mosaic of existence that is life itself‚Ä¶",0.66989,/ncRNbumoOjbrH6rnQVTKkpE9sYH.jpg,2/10/15,137.0,Released,,Under Electric Clouds,{},80551,0,0,2,Drama Science Fiction,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0
1455,40000000,http://www.sonypictures.com/movies/rent/,tt0294870,en,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village, New York, USA. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, HIV/AIDS, and modern day life.",9.530278,/c3GY40OxnPQZZPJk6WOShw63HGn.jpg,11/23/05,135.0,Released,No day but today.,Rent,"[{'id': 237, 'name': 'gay'}, {'id': 572, 'name': 'sex'}, {'id': 740, 'name': 'aids'}, {'id': 4344, 'name': 'musical'}, {'id': 9766, 'name': 'hiv'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 12532, 'name': 'african american'}, {'id': 155482, 'name': 'rock opera'}, {'id': 156091, 'name': 'missing person'}, {'id': 165770, 'name': 'hiv positive'}, {'id': 165787, 'name': 'home movie'}, {'id': 165798, 'name': 'mugging'}, {'id': 165803, 'name': 'telephone call \xa0'}, {'id': 199856, 'name': 'lower east side'}]",31670620,0,0,2,Drama Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,7,5,1,1,1,0,0,0,0,1,1,0,2,0,0,12,4,3,1,2,1,0,1,1,0,0,0
